"filename", "language", "C++", "JSON with Comments", "Markdown", "JSON", "C#", "TypeScript JSX", "Python", "Rust", "pip requirements", "comment", "blank", "total"
"c:\Users\ankit\Downloads\xace\packages\engine-feedback\src\handlers\physics_feedback_handler.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 210, 0, 46, 33, 289
"c:\Users\ankit\Downloads\xace\packages\engine-feedback\src\handlers\visibility_feedback_handler.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 148, 0, 44, 28, 220
"c:\Users\ankit\Downloads\xace\packages\engine-feedback\src\lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 11
"c:\Users\ankit\Downloads\xace\packages\engine-feedback\src\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6
"c:\Users\ankit\Downloads\xace\packages\engine-feedback\src\tests\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4
"c:\Users\ankit\Downloads\xace\packages\engine-feedback\src\tests\test_feedback_buffer.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 359, 0, 50, 65, 474
"c:\Users\ankit\Downloads\xace\packages\engine-feedback\src\tests\test_visibility_queries.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 286, 0, 37, 48, 371
"c:\Users\ankit\Downloads\xace\packages\engine-feedback\src\visibility_query\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 5
"c:\Users\ankit\Downloads\xace\packages\engine-feedback\src\visibility_query\visibility_query.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 161, 0, 66, 35, 262
"c:\Users\ankit\Downloads\xace\packages\engine-feedback\src\visibility_query\visibility_query_batcher.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 247, 0, 84, 62, 393
"c:\Users\ankit\Downloads\xace\packages\engine-feedback\src\visibility_query\visibility_result_store.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 215, 0, 78, 48, 341
"c:\Users\ankit\Downloads\xace\packages\gde\src\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\gde\src\cgs\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\gde\src\cgs\cgs_manager.py", "Python", 0, 0, 0, 0, 0, 0, 177, 0, 0, 158, 51, 386
"c:\Users\ankit\Downloads\xace\packages\gde\src\cgs\cgs_serializer.py", "Python", 0, 0, 0, 0, 0, 0, 96, 0, 0, 112, 27, 235
"c:\Users\ankit\Downloads\xace\packages\gde\src\cgs\mutation_target_resolver.py", "Python", 0, 0, 0, 0, 0, 0, 171, 0, 0, 158, 42, 371
"c:\Users\ankit\Downloads\xace\packages\gde\src\consistency_validator\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\gde\src\consistency_validator\conflict_detector.py", "Python", 0, 0, 0, 0, 0, 0, 155, 0, 0, 105, 40, 300
"c:\Users\ankit\Downloads\xace\packages\gde\src\consistency_validator\consistency_validator.py", "Python", 0, 0, 0, 0, 0, 0, 127, 0, 0, 104, 31, 262
"c:\Users\ankit\Downloads\xace\packages\gde\src\consistency_validator\invariant_enforcer.py", "Python", 0, 0, 0, 0, 0, 0, 247, 0, 0, 74, 44, 365
"c:\Users\ankit\Downloads\xace\packages\gde\src\consistency_validator\type_checker.py", "Python", 0, 0, 0, 0, 0, 0, 281, 0, 0, 75, 31, 387
"c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\mutation_metadata\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\mutation_metadata\mutation_metadata_model.py", "Python", 0, 0, 0, 0, 0, 0, 129, 0, 0, 84, 20, 233
"c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\path_addressing\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\path_addressing\path_parser.py", "Python", 0, 0, 0, 0, 0, 0, 160, 0, 0, 104, 51, 315
"c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\path_addressing\path_resolver.py", "Python", 0, 0, 0, 0, 0, 0, 107, 0, 0, 118, 30, 255
"c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\rule_grammar\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\rule_grammar\rule_expression_parser.py", "Python", 0, 0, 0, 0, 0, 0, 259, 0, 0, 109, 72, 440
"c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\rule_grammar\rule_expression_validator.py", "Python", 0, 0, 0, 0, 0, 0, 206, 0, 0, 85, 48, 339
"c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\transaction_model\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\transaction_model\transaction_builder.py", "Python", 0, 0, 0, 0, 0, 0, 269, 0, 0, 126, 74, 469
"c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\transaction_model\transaction_executor.py", "Python", 0, 0, 0, 0, 0, 0, 237, 0, 0, 111, 34, 382
"c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\usmc\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\gde\src\domain_dsl\usmc\usmc_classifier.py", "Python", 0, 0, 0, 0, 0, 0, 194, 0, 0, 133, 33, 360
"c:\Users\ankit\Downloads\xace\packages\gde\src\gde_orchestrator.py", "Python", 0, 0, 0, 0, 0, 0, 256, 0, 0, 133, 58, 447
"c:\Users\ankit\Downloads\xace\packages\gde\src\mode_profiles\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\gde\src\mode_profiles\mode_profile.py", "Python", 0, 0, 0, 0, 0, 0, 127, 0, 0, 127, 32, 286
"c:\Users\ankit\Downloads\xace\packages\gde\src\mode_profiles\mode_profile_loader.py", "Python", 0, 0, 0, 0, 0, 0, 201, 0, 0, 103, 41, 345
"c:\Users\ankit\Downloads\xace\packages\gde\src\mode_profiles\profile_expander.py", "Python", 0, 0, 0, 0, 0, 0, 143, 0, 0, 89, 33, 265
"c:\Users\ankit\Downloads\xace\packages\gde\src\prompt_interpretation\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\gde\src\prompt_interpretation\ambiguity_detector.py", "Python", 0, 0, 0, 0, 0, 0, 248, 0, 0, 115, 45, 408
"c:\Users\ankit\Downloads\xace\packages\gde\src\prompt_interpretation\context_loader.py", "Python", 0, 0, 0, 0, 0, 0, 182, 0, 0, 117, 43, 342
"c:\Users\ankit\Downloads\xace\packages\gde\src\prompt_interpretation\intent_classifier.py", "Python", 0, 0, 0, 0, 0, 0, 173, 0, 0, 95, 47, 315
"c:\Users\ankit\Downloads\xace\packages\gde\src\prompt_interpretation\intent_object.py", "Python", 0, 0, 0, 0, 0, 0, 160, 0, 0, 99, 34, 293
"c:\Users\ankit\Downloads\xace\packages\gde\src\prompt_interpretation\scope_resolver.py", "Python", 0, 0, 0, 0, 0, 0, 230, 0, 0, 108, 52, 390
"c:\Users\ankit\Downloads\xace\packages\gde\src\prompt_interpretation\slot_extractor.py", "Python", 0, 0, 0, 0, 0, 0, 221, 0, 0, 84, 48, 353
"c:\Users\ankit\Downloads\xace\packages\gde\src\question_engine\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\gde\src\question_engine\question_engine.py", "Python", 0, 0, 0, 0, 0, 0, 215, 0, 0, 71, 36, 322
"c:\Users\ankit\Downloads\xace\packages\gde\src\question_engine\question_session_manager.py", "Python", 0, 0, 0, 0, 0, 0, 171, 0, 0, 154, 57, 382
"c:\Users\ankit\Downloads\xace\packages\gde\src\question_engine\question_types.py", "Python", 0, 0, 0, 0, 0, 0, 243, 0, 0, 119, 59, 421
"c:\Users\ankit\Downloads\xace\packages\gde\src\tests\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ankit\Downloads\xace\packages\gde\src\tests\test_cgs_manager.py", "Python", 0, 0, 0, 0, 0, 0, 216, 0, 0, 21, 56, 293
"c:\Users\ankit\Downloads\xace\packages\gde\src\tests\test_consistency_validator.py", "Python", 0, 0, 0, 0, 0, 0, 325, 0, 0, 13, 74, 412
"c:\Users\ankit\Downloads\xace\packages\gde\src\tests\test_dsl_path_addressing.py", "Python", 0, 0, 0, 0, 0, 0, 277, 0, 0, 13, 66, 356
"c:\Users\ankit\Downloads\xace\packages\gde\src\tests\test_gde_orchestrator.py", "Python", 0, 0, 0, 0, 0, 0, 283, 0, 0, 30, 64, 377
"c:\Users\ankit\Downloads\xace\packages\gde\src\tests\test_transaction_executor.py", "Python", 0, 0, 0, 0, 0, 0, 313, 0, 0, 16, 71, 400
"c:\Users\ankit\Downloads\xace\packages\inference\providers\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ankit\Downloads\xace\packages\inference\providers\anthropic_provider.py", "Python", 0, 0, 0, 0, 0, 0, 172, 0, 0, 80, 28, 280
"c:\Users\ankit\Downloads\xace\packages\inference\providers\google_provider.py", "Python", 0, 0, 0, 0, 0, 0, 191, 0, 0, 68, 31, 290
"c:\Users\ankit\Downloads\xace\packages\inference\providers\local_provider.py", "Python", 0, 0, 0, 0, 0, 0, 176, 0, 0, 62, 23, 261
"c:\Users\ankit\Downloads\xace\packages\inference\providers\open_ai._provider.py", "Python", 0, 0, 0, 0, 0, 0, 189, 0, 0, 88, 37, 314
"c:\Users\ankit\Downloads\xace\packages\inference\src\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ankit\Downloads\xace\packages\inference\src\byok_manager.py", "Python", 0, 0, 0, 0, 0, 0, 193, 0, 0, 127, 46, 366
"c:\Users\ankit\Downloads\xace\packages\inference\src\cache_key_builder.py", "Python", 0, 0, 0, 0, 0, 0, 144, 0, 0, 127, 27, 298
"c:\Users\ankit\Downloads\xace\packages\inference\src\complexity_classifier.py", "Python", 0, 0, 0, 0, 0, 0, 185, 0, 0, 183, 47, 415
"c:\Users\ankit\Downloads\xace\packages\inference\src\cost_estimator.py", "Python", 0, 0, 0, 0, 0, 0, 207, 0, 0, 160, 49, 416
"c:\Users\ankit\Downloads\xace\packages\inference\src\fallback_policy.py", "Python", 0, 0, 0, 0, 0, 0, 175, 0, 0, 146, 53, 374
"c:\Users\ankit\Downloads\xace\packages\inference\src\inference_adapter.py", "Python", 0, 0, 0, 0, 0, 0, 240, 0, 0, 165, 50, 455
"c:\Users\ankit\Downloads\xace\packages\inference\src\inference_budget.py", "Python", 0, 0, 0, 0, 0, 0, 237, 0, 0, 130, 56, 423
"c:\Users\ankit\Downloads\xace\packages\inference\src\inference_retry_policy.py", "Python", 0, 0, 0, 0, 0, 0, 172, 0, 0, 156, 40, 368
"c:\Users\ankit\Downloads\xace\packages\inference\src\model_descriptor.py", "Python", 0, 0, 0, 0, 0, 0, 338, 0, 0, 143, 55, 536
"c:\Users\ankit\Downloads\xace\packages\inference\src\model_router.py", "Python", 0, 0, 0, 0, 0, 0, 182, 0, 0, 151, 43, 376
"c:\Users\ankit\Downloads\xace\packages\inference\src\prompt_cache.py", "Python", 0, 0, 0, 0, 0, 0, 175, 0, 0, 146, 53, 374
"c:\Users\ankit\Downloads\xace\packages\inference\src\prompt_template_registry.py", "Python", 0, 0, 0, 0, 0, 0, 367, 0, 0, 121, 47, 535
"c:\Users\ankit\Downloads\xace\packages\inference\src\provider_registry.py", "Python", 0, 0, 0, 0, 0, 0, 160, 0, 0, 147, 47, 354
"c:\Users\ankit\Downloads\xace\packages\inference\src\response_cache.py", "Python", 0, 0, 0, 0, 0, 0, 289, 0, 0, 113, 69, 471
"c:\Users\ankit\Downloads\xace\packages\inference\src\telemetry_pipeline.py", "Python", 0, 0, 0, 0, 0, 0, 199, 0, 0, 100, 61, 360
"c:\Users\ankit\Downloads\xace\packages\inference\src\token_estimator.py", "Python", 0, 0, 0, 0, 0, 0, 158, 0, 0, 144, 43, 345
"c:\Users\ankit\Downloads\xace\packages\inference\tests\test_complexity_classifier.py", "Python", 0, 0, 0, 0, 0, 0, 215, 0, 0, 19, 64, 298
"c:\Users\ankit\Downloads\xace\packages\inference\tests\test_inference_budget.py", "Python", 0, 0, 0, 0, 0, 0, 164, 0, 0, 19, 54, 237
"c:\Users\ankit\Downloads\xace\packages\inference\tests\test_model_router.py", "Python", 0, 0, 0, 0, 0, 0, 244, 0, 0, 22, 70, 336
"c:\Users\ankit\Downloads\xace\packages\inference\tests\test_prompt_cache.py", "Python", 0, 0, 0, 0, 0, 0, 305, 0, 0, 19, 72, 396
"c:\Users\ankit\Downloads\xace\packages\inference\tests\test_telemetry_pipeline.py", "Python", 0, 0, 0, 0, 0, 0, 232, 0, 0, 11, 45, 288
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\clarification_engine\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\clarification_engine\clarification_engine.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\clarification_engine\clarification_session.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\clarification_engine\question_generator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\code_generation\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\code_generation\cargo_compiler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\code_generation\code_contract_validator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\code_generation\code_generation_engine.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\code_generation\determinism_code_checker.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\code_generation\rust_code_generator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\code_generation\system_spec_builder.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\constraint_aggregator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\context_assembler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\dependency_expander.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\llm_context_packet.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\relevance_extractor.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\schema_simplifier.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\context_assembler\scope_builder.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\critique_engine\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\critique_engine\critique_engine.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\history_manager\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\history_manager\history_manager.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\history_manager\session_store.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\intent_intake\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\intent_intake\intent_classifier.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\intent_intake\intent_envelope.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\intent_intake\intent_intake_layer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\intent_intake\prompt_normalizer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\intent_intake\risk_prescanner.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\llm_orchestrator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\pass1_planning.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\pass2_dsl_draft.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\pass3_self_critique.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\pass4_determinism_audit.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\pass5_final_output.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\llm_orchestrator\retry_policy.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\memory_model\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\memory_model\design_memory.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\memory_model\memory_lifecycle_manager.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\memory_model\memory_model.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\memory_model\safety_memory.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\memory_model\session_memory.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\memory_model\structural_memory.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\mode_controller\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\mode_controller\mode_controller.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\mode_controller\mode_profile.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\mutation_planner\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\mutation_planner\mutation_planner.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\mutation_planner\rollback_plan_builder.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\output_parser\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\output_parser\operation_type_validator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\output_parser\schema_path_validator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\output_parser\structured_output_parser.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\pil_pipeline.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\safety_scope_guard\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\safety_scope_guard\cascade_risk_guard.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\safety_scope_guard\destructive_change_guard.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\safety_scope_guard\determinism_safety_guard.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\safety_scope_guard\performance_risk_guard.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\safety_scope_guard\safety_scope_guard.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\safety_scope_guard\scope_boundary_guard.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\tests\test_code_generation.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\tests\test_context_assembler.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\tests\test_intent_intake.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\tests\test_llm_orchestrator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\tests\test_pil_pipeline.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\tests\test_safety_scope_guard.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\validation_loop\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\prompt-intelligence\src\validation_loop\validation_loop.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\component_tables\component_table.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 327, 0, 78, 51, 456
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\component_tables\component_table_store.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 307, 0, 94, 55, 456
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\component_tables\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 3, 13
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\component_tables\sorted_entity_map.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 225, 0, 59, 42, 326
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\component_tables\tests\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\component_tables\tests\test_component_tables.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 227, 0, 13, 55, 295
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\dcl\character\animation_event_system.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 264, 0, 71, 46, 381
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\dcl\character\animation_layer_manager.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 312, 0, 81, 61, 454
